"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"PTN",3754.54774130835,2.37387774298159,0.40943756073394,3.35552444313813,0.000792146558982663,0.0860372288147809
"CAPN6",107.267733493141,3.26784160510174,0.677177397296787,3.34896234598895,0.000811148186714545,0.087415202924751
"LINC01203",141.494336803457,-3.20522090414624,0.65868507418626,-3.34791388262528,0.00081422308284046,0.087415202924751
"AL357873.1",5.12203271473115,2.03531166811064,0.309268642506667,3.34761280587418,0.00081510806676425,0.087415202924751
"TEX41",193.86406480105,-2.31942963943219,0.394570495090861,-3.34396427469406,0.000825903722135143,0.088202370727102
"EGF",22.3327224499903,2.43667889526871,0.430167184146149,3.33981518864675,0.000838341591639951,0.0891576282709088
"AC010595.1",9.51797297818285,-3.85430451267508,0.855678064949264,-3.33572242832276,0.000850780636850279,0.0901050828836785
"MYBPC1",66.287285137489,-2.84310054465659,0.553524976758548,-3.32975136090483,0.000869235668383645,0.0916792198339841
"AC104407.1",4.12990981726504,-4.0305953431325,0.913976003628902,-3.31583688313441,0.000913691422376108,0.0959714397725423
"GABRG2",62.4116658461884,-3.48175995894054,0.74884055602088,-3.3141366863567,0.00091926557569027,0.0961612071881904
"LINC01456",18.4760768958488,-3.22186108479274,0.67070476093641,-3.31272597750859,0.00092391453534912,0.0962530391846977
"IL31RA",209.408977177445,2.73015774666068,0.522915867214625,3.30867325919286,0.000937391644213815,0.0972600988898919
"GRM7",17.0729557227021,-2.63674742065795,0.495175002042576,-3.30539185925468,0.000948436959170059,0.0980077123314032
"AL138701.2",6.95222457180527,-3.7214650288504,0.826332678546223,-3.29342539573565,0.000989746037729919,0.101864023657333
"AC018638.6",27.7652829233899,1.75710603584017,0.230078218396914,3.2906462902719,0.00099957512616216,0.102462471968526
"LRRC66",39.2209385570803,1.81006898825147,0.246544534849871,3.28569030639737,0.00101732794478518,0.103865113850788
"KRT15",20797.2126378183,2.54462745880801,0.471396374400735,3.27670627669046,0.00105025564252246,0.106799701273878
"FBXW12",11.4773921682658,2.11129513976099,0.340227106713121,3.26633333392225,0.00108949919908548,0.110350704593086
"AL135818.3",6.05190224130625,2.04984445313042,0.321625922981438,3.26417859418319,0.00109781940900817,0.110753923302468
"AL135818.2",25.6127413410933,1.86085226520298,0.264193246400597,3.25841889197147,0.00112034897011853,0.112581839028761
"AC018541.1",7.87344344961765,3.25270222182313,0.692918627798256,3.25103429385507,0.00114985986821248,0.115094208926491
"TMPRSS4",77.6480952452335,-2.50667554350262,0.463632986580771,-3.2497160191602,0.00115520303827896,0.115177352925907
"ARHGAP36",24.7410482628458,-2.74214789474309,0.53638231288424,-3.24795925013857,0.00116235916236509,0.115439903736212
"AC022432.1",5.36926367128565,1.93514345899942,0.288602792080356,3.24024397774726,0.00119427465962752,0.118149869815244
"ENPP3",1766.58286931611,2.39097466785644,0.429870456067402,3.23579964201666,0.00121302495541402,0.118977535887394
"CYB5R2",234.845519845495,-2.06764505589717,0.330014760976205,-3.2351433394646,0.00121581677293126,0.118977535887394
"LINC01500",126.226840521446,2.58221246601393,0.489098968015834,3.23495359729058,0.00121662501436333,0.118977535887394
"LINC02163",44.6935221682845,-3.47402616893378,0.76565549152219,-3.23125243184137,0.00123249039674205,0.120069026284138
"DSG1",81.1809552255792,2.30791027263158,0.405529551446526,3.22519103223492,0.00125888636563594,0.122174203788942
"LINC01750",43.4887753306084,2.54917862405729,0.480886978241549,3.22150254457325,0.00127520330048603,0.123288973642445
"AC064807.2",12.0024763989538,1.9292877693216,0.289143825220375,3.21392915312416,0.00130931974858596,0.126109725520408
"MUC2",25.0565404258807,-2.89347957348217,0.589623648152657,-3.2113358740183,0.00132119416071222,0.126775036684281
"RASAL1",320.038276830635,-2.2635029370178,0.394465562714436,-3.20307539224275,0.00135968380608,0.129872701428136
"SPATA31C2",30.3682958879653,-2.70155894244278,0.531365908940546,-3.20223581116712,0.0013636531884791,0.129872701428136
"ANKRD30B",5.64813463288595,3.43561341958837,0.76156665251955,3.1981618569175,0.00138306628887445,0.131231910621678
"PTPRD",811.752469995375,1.98432348983748,0.307956960121409,3.19630213731627,0.001392012631092,0.13159159405923
"AL135818.1",73.4462857985761,1.7649934069077,0.239600464873903,3.19278765719548,0.00140906521472057,0.132712105315601
"SPAG6",180.73174301781,-2.47683497284566,0.464416501778003,-3.17997953817672,0.00147285451961691,0.137242018416606
"MSLNL",38.2043151966189,-3.98880426351178,0.939907057883747,-3.17989341439912,0.00147329231492517,0.137242018416606
"EFCAB6-AS1",21.8583572611283,2.12780022635073,0.354453771838028,3.1817977856534,0.00146363970977787,0.137242018416606
"AC112206.2",100.106453134731,2.32092696650215,0.416263621158524,3.17329427641504,0.00150719672932979,0.139889779343322
"SMIM5",285.230325585925,-2.08652461995986,0.343081206634762,-3.16696047159631,0.00154041255377677,0.142454673994921
"OMD",158.884309867561,-2.560549834101,0.493273981398907,-3.16365730394971,0.00155800130829704,0.14266814488735
"LIPF",18.3585613019595,3.30691418365077,0.729204563035767,3.16360360396925,0.00155828877232735,0.14266814488735
"AC087783.1",56.552473746096,-3.41364136283795,0.762994592661251,-3.16337938178487,0.00155948959503098,0.14266814488735
"GABRA3",44.2971854672522,-2.53041322592566,0.48533445536584,-3.1533166644269,0.00161426591146559,0.146658328471907
"C1QTNF9",18.5763439926589,-2.402124108984,0.444659045682952,-3.15325668643595,0.00161459764537713,0.146658328471907
"TAS2R13",7.0876898010917,-3.11397457654274,0.671690998239987,-3.14724267867505,0.00164818105617453,0.149177919424818
"GSX1",10.2312648544281,-3.43755608583305,0.776428628083183,-3.13944643160672,0.00169267358989443,0.152663606743694
"AC018563.1",6.81288998591444,2.62760174916452,0.518831440142408,3.13705304504634,0.00170655248935178,0.153373400486672
"ALB",43.1787080526869,1.61904071744666,0.197430444940209,3.13548762772697,0.00171568665146839,0.153653284533612
"SLC25A5P5",16.6718003479475,-2.14433861371009,0.365695993317662,-3.12920741441118,0.00175278534885304,0.156426899454982
"AC136759.1",17.326325898013,-2.92587602165327,0.615889265931045,-3.12698422944896,0.00176609400731147,0.157065447535254
"FAM135B",35.6046193777923,2.41608784078446,0.453626378267309,3.12170523723379,0.00179806868619224,0.159353837313787
"ALDH1A1",1455.05983525565,2.14552255288942,0.367261413628178,3.11909313198138,0.00181408611421508,0.160217072592477
"IL36G",22.2284995210964,1.92732108204652,0.297444206742997,3.11763033545234,0.00182311315665258,0.160459104173794
"PTGS2",218.085052947939,-2.32826025076974,0.42761059857133,-3.10623790712282,0.00189484199342179,0.166199130721986
"OLFM3",79.5661400816594,2.93828203843571,0.625602733797896,3.09826337661414,0.00194658348637458,0.170152729130907
"AC099792.1",6.6587933661374,-2.96377758490019,0.63407290019517,-3.09708486878359,0.00195433913184852,0.170247617751883
"CACNA1G",175.214640654876,-2.24122904097772,0.401063272143779,-3.09484594374113,0.0019691514727793,0.170954497249044
"LINC01518",571.614600209195,-2.82963332831274,0.591847254005864,-3.09139447032833,0.00199218781550386,0.172368141704815
"IGF2BP1",21.0184203953298,-2.53012219189648,0.49598514441945,-3.08501617258614,0.00203541085150537,0.175512927614267
"NKX3-2",73.8959473139575,-2.75731639640935,0.56990820278472,-3.0835078137543,0.00204575737848103,0.175628517446884
"SAMMSON",14.3734978475896,-2.38197082512611,0.448281846176856,-3.08281684148525,0.00205051317188416,0.175628517446884
"MTND6P4",8.71773317370595,1.86193232981905,0.280159402974437,3.07657826461636,0.00209391325111328,0.178745959268947
"CACNG1",5.7308396782401,-2.8929306827712,0.61559954879942,-3.07493838561595,0.0021054604477945,0.179132574898356
"VN2R19P",161.916949826101,-2.53833299694063,0.500727850486969,-3.07219379837684,0.00212491717752807,0.180187329033975
"SIGLEC15",258.571423427289,-2.22421594183114,0.398862070008145,-3.06927139451024,0.00214581560898214,0.181356945707484
"PRDM12",4.69159454555442,2.35768650738073,0.443430402239893,3.06178038430082,0.00220024818149574,0.184281489572913
"WDR87",29.4014258266361,-2.4889087303541,0.486466506354578,-3.06066031454355,0.00220849494084237,0.184281489572913
"AC008443.2",5.18397766973673,-2.94604966546487,0.635849370402157,-3.06055137592421,0.00220929853507724,0.184281489572913
"FP326651.1",12.372412316759,-2.51596517459612,0.495319543115807,-3.06058017630384,0.00220908606077288,0.184281489572913
"LASTR",544.248504521245,2.27713568577652,0.417671186967675,3.05775386386746,0.00223002662428571,0.185404558821721
"H3Y2",3.86884380589085,-2.81135400689374,0.594224668440343,-3.04826457583457,0.00230167181886688,0.190739842547917
"OSBPL6",250.862407765415,1.9623512013299,0.316303686539295,3.04249125850875,0.00234628631940126,0.192643734183646
"NOL4",16.7778450680518,-2.6823982977231,0.553335534162064,-3.04046675815031,0.0023621176510124,0.192643734183646
"REG1A",6.08924581500232,-3.10481598797688,0.692275120753899,-3.04043280608539,0.00236238398368129,0.192643734183646
"SH2D6",53.4972783353171,-2.36983330837963,0.45039402614727,-3.04141091767439,0.00235472231461503,0.192643734183646
"ITPRID1",10.3587169676845,-3.22675863363276,0.731776704017929,-3.04294824009347,0.00234272624986659,0.192643734183646
"DPYS",766.510273732675,2.57928144343822,0.520650459084078,3.03328541420375,0.00241906686901435,0.196637779505485
"AC015660.3",26.782302391119,1.96778521643855,0.319420506820825,3.0298155433753,0.00244703138025112,0.197673082322772
"AC084277.1",12.6789522676465,2.66692942010109,0.550181068288992,3.02978331349182,0.00244729250955947,0.197673082322772
"LRAT",361.3617266125,-2.24037502979957,0.409578773617234,-3.02841628936257,0.00245839176432965,0.197943190513407
"AC018641.1",37.7021213873653,-2.46071260618714,0.482819062902408,-3.02538304392177,0.00248318422020354,0.199310673070677
"IGFBPL1",1242.35283046154,2.22716025105491,0.40578358285976,3.02417422214694,0.00249312820354015,0.199481518078867
"NEUROG2",3.36903809430326,-4.34013619883673,1.10819012229957,-3.01404617459116,0.00257788568133241,0.205618606657277
"CLDN4",1578.05574257566,-2.37047591989895,0.455067932478234,-3.01158535262095,0.00259887328537966,0.206646858990749
"KRT40",17.0748600419253,-2.29886651447127,0.432708331731139,-3.00171366997924,0.00268464559724987,0.212804019329831
"AC130686.1",43.1996289278376,2.18279047058389,0.394208354311952,3.00041959447644,0.00269607924496654,0.213048689314322
"ANGPT4",24.3906145869932,2.04842093817643,0.350723513406307,2.98930895164093,0.00279609246445191,0.220269950810712
"CPLX2",29.0698727653534,-2.9155404622612,0.641670565961505,-2.98523972249044,0.00283356165442116,0.221581150267036
"CLDN3",357.344396054953,-2.36143951100028,0.45586931595568,-2.98646884830616,0.00282219590137119,0.221581150267036
"ADH1C",89.1861474281689,-2.47745833324823,0.495014506997129,-2.98467683747458,0.00283878060403231,0.221581150267036
"SLC6A1-AS1",9.86257343237311,2.63789556999355,0.549020245960665,2.98330632074887,0.00285152446309734,0.221897287792977
"AC011029.1",9.84096685466858,-3.05606052428555,0.689616150178494,-2.98145645770242,0.00286880839510068,0.222563724852735
"TRPC6",153.829396438881,-2.09979580484751,0.369257018680143,-2.97840189681045,0.00289755770855563,0.223435839737685
"LINC00565",367.01504592426,1.81126388721034,0.272376909786661,2.97846057452434,0.00289700296962476,0.223435839737685
"MATN4",118.651858060763,-2.52934740218016,0.513935456170138,-2.97575772175148,0.00292265658924917,0.224692430072276
"LINC01096",49.6043490550271,-2.55274519565983,0.523012826058108,-2.96884726013835,0.00298919137504786,0.229117479449615
"GUCY2F",84.2265854877143,2.82598098330639,0.616226541102126,2.96316510489894,0.00304493196927606,0.231306082094649
"HCAR3",58.1753954957635,-2.36588601925145,0.460842521557704,-2.963888867361,0.00303777972661837,0.231306082094649
"G2E3-AS1",28.7788347224093,-2.72340175451268,0.581442330735849,-2.96401149935474,0.00303656939273611,0.231306082094649
"SPHKAP",233.376416964765,2.68025139860995,0.568240389463847,2.956937644287,0.00310710945956548,0.235328966901927
"SMPD4P1",194.884519827239,-2.79467587751692,0.607621743890256,-2.95360706815169,0.00314083634995933,0.237179606498112
"TWIST1",357.08836351468,-2.24101035438951,0.420738416819637,-2.94960076089632,0.00318184800037607,0.238703480726681
"FATE1",118.368560804533,2.24479351495902,0.422064262882233,2.94929854155017,0.00318496146184443,0.238703480726681
"SYT12",92.4467446103655,-2.06594104350254,0.361627457443241,-2.94762198379211,0.00320228382968272,0.238703480726681
"TRIM53CP",5.47084275851323,-2.97502907902959,0.670161986863874,-2.94709207287635,0.00320777675478968,0.238703480726681
"AC009236.1",61.1063228132991,2.16271495551503,0.394432230172788,2.94781933769887,0.00320024029966977,0.238703480726681
"CYP4F3",90.0834052606543,2.45438264870766,0.494901154015847,2.9387335974187,0.00329556207561599,0.2444233044815
"LINC02159",709.971421625742,2.50129691733178,0.51099974225583,2.93796022421506,0.00330379407797044,0.2444233044815
"KRT32",380.578165547117,2.13203626439003,0.386091805014893,2.93203908937245,0.00336744359159522,0.245757845483572
"ALX1",2.65170063366587,-3.36266603762001,0.805068997659183,-2.93473732622879,0.00333830155792521,0.245757845483572
"FAM220CP",7.72124272286211,1.96683919762707,0.329776014168215,2.93180569868218,0.00336997515746944,0.245757845483572
"AC005042.1",56.0799835254073,2.59079095007499,0.542284882304459,2.93349676892129,0.00335167142848945,0.245757845483572
"AC084759.3",8.79742713075536,3.01711759281024,0.687766755659059,2.93285125547732,0.00335864759756969,0.245757845483572
"GFI1B",50.6275611713804,-2.24370299201207,0.424405317222859,-2.9304604385034,0.00338460087423747,0.24577434794391
"PDZRN4",67.8692600176389,-2.81858255004056,0.620739632085815,-2.92970265798841,0.00339286491508656,0.24577434794391
"LINC00640",12.6726714391243,2.07218321289609,0.366041143839092,2.92913305223255,0.00339908888983702,0.24577434794391
"TSPEAR-AS1",139.637745225783,-2.18809762698174,0.406610514923511,-2.9219549996272,0.00347841793662368,0.250799828854189
"GPM6A",224.247930337662,-2.22755342187031,0.420559822559195,-2.91885566814346,0.00351318845033312,0.252593301426204
"AC010329.1",66.5426427474711,2.83299662274913,0.628340215605514,2.91720405160239,0.00353184636022529,0.253221478928063
"AL390726.5",26.5532408818255,2.2364886605851,0.42400455075867,2.91621554149043,0.00354305640023896,0.253313645825488
"GDAP1L1",5.84663304972856,2.06578585778812,0.365888636307094,2.91286952375747,0.00358124202912106,0.255319784135322
"TCERG1L",645.940132959735,2.09329385906744,0.37544315148267,2.91200906115851,0.00359112217930499,0.255319784135322
"PYDC1",11.7963995949397,-3.38409736684516,0.819692144051321,-2.90852777368559,0.00363134919316222,0.25674946483732
"AC100823.1",19.7064609716919,-2.87723677546399,0.645247690082262,-2.90932738592937,0.00362207342033468,0.25674946483732
"SFRP4",4054.18457746591,-2.34226545556432,0.461758191885061,-2.90685791644478,0.00365078980146932,0.257410936167688
"FABP6-AS1",12.5351945523432,2.95981063038292,0.675403211788965,2.90168982938636,0.00371155829449967,0.260974693963663
"TNNT3",403.039346189258,-1.90585325536428,0.312379056996884,-2.89985271123128,0.00373338045764582,0.261787919782835
"AC009041.1",11.0302802893439,2.2215955252434,0.42233201169961,2.8925004295253,0.00382188659550561,0.267259817708726
"NOS2",72.2706071187757,-2.16559304334469,0.403715662111925,-2.88716330014848,0.00388732416078376,0.271093065245477
"CFAP45",127.465557252494,1.90253446387014,0.312749516015276,2.88580610889276,0.00390412594065225,0.271522916918823
"QRFPR",32.5238001734855,-2.60193354460998,0.555387096585508,-2.88435499214617,0.00392216344396013,0.272036140607713
"AL356489.3",17.9392390313447,2.13223864912302,0.392978800088628,2.88116979559119,0.00396202137894292,0.274055917821515
"TUBB8P11",6.27534199078249,-2.65343823077216,0.574066760693489,-2.8802194169451,0.00397398497880144,0.274140520537643
"OGN",291.870557745543,-2.14773101920639,0.399250668165064,-2.87471283262044,0.00404395116005878,0.276874410988512
"HOXC10",3.69254499074173,-3.29459193330384,0.798100157080174,-2.8750676377493,0.00403940955512489,0.276874410988512
"CCNYL2",5.30111249995499,-3.43539177268873,0.847228199375525,-2.87454050099349,0.00404615872507111,0.276874410988512
"FOXD3-AS1",38.7624894464264,-3.08285535593357,0.72503653744098,-2.87275916229686,0.00406904181866452,0.277695784437415
"PURPL",46.3283327748135,-2.31562178445865,0.458487062381259,-2.86948507908961,0.00411140730116821,0.279838826546713
"OR7D2",6.89712155276425,-2.22451150562986,0.427202508567441,-2.86634905243435,0.00415236129525051,0.281874653457378
"KERA",11.6248282264042,-2.80664855709351,0.630748561458414,-2.8642927903255,0.0041794149749594,0.282958588384254
"CYP21A2",195.786392344001,1.91777967807808,0.320741292621825,2.8614328718822,0.00421730802397348,0.283439275803526
